Date Added,Status,Pest family,Pest Name,Common name or abbreviation,Type of pest,EU and EPPO listing,High levels of uncertainty associated with the risk scores for this pest,Key uncertainty,Potential impact of key uncertainty,Climate uncertainty,Potential impact of Climate uncertainty,Current Distribution uncertainty,Potential impact of Current Distribution uncertainty,UK Distribution uncertainty,Potential impact of UK Distribution uncertainty,Hosts uncertainty,Potential impact of Hosts uncertainty,Impact uncertainty,Potential impact of Impact uncertainty,Pathways uncertainty,Potential impact of Pathways uncertainty,Regulation uncertainty,Potential impact of Regulation uncertainty,Taxonomy uncertainty,Potential impact of Taxonomy uncertainty,Other uncertainty,Potential impact of Other uncertainty,Major Hosts,UK,Europe,Global Distribution,Pathways,Pathway Assessed for Entry to UK,Scenario for Risk Register,Likelihood,Impact ,Value at Risk,UK Relative Risk Rating (unmitigated),Regulation,Surveillance,Industry Scheme,Contingency plan,Awareness,Research,Likelihood,Impact ,UK Relative Risk Rating (mitigated),Regulation,Deregulation or reduced regulation,Management by Industry,Targeted Survey,PRA,Contingency Plan,Publicity,Research,Action,General Comments
30-May-22,Live,,Tomato severe rugose virus,,Virus or Viroid,Regulated quarantine pest (in Great Britain; under the category &quot;begomoviruses&quot;),,,,,,,,,,,,,,,,,,,,,,Capsicum annuum; Glycine max; Solanum lycopersicum; Nicandra physalodes; Solanum tuberosum,Absent,,Brazil,,,,,,,,Regulated quarantine pest (in Great Britain; under the category &quot;begomoviruses&quot;),,,,,,,,,,,,,,,,,Statutory action in Great Britain and Northern Ireland,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this pest is listed in the legislation; we are making available the information we have gathered on the pest so far. We will add new information to this pest entry in due course. 
08-Oct-13,Live,Tospoviridae,Tomato spotted wilt virus,bronze leaf of tomato; bronze leaf wilt; Kromnek virus; spotted wilt of tomato; tomato bronze leaf; Tomato spotted wilt; yellow spot of pineapple,Virus or Viroid,Regulated non quarantine pest; EPPO A2,,,,,,,,,,,,,,,,,,,,,,Amaranthus; Amaryllis; Anagallis arvensis; Anemone; Apium graveolens; Arachis hypogaea; Arctium; Aster; Begonia Hiemalis hybrids; Begonia hybrids; Bidens pilosa; Brassica; Browallia; Calceolaria; Calceolaria-Hybrids; Callistephus; Callistephus chinensis; Capsella bursa-pastoris; Capsicum annuum; Chenopodium; Chrysanthemum; Cichorium; Convolvulus; Convolvulus arvensis; Coprosma repens; Cucumis melo; Cucurbita moschata; Cucurbitaceae (family); Cyclamen persicum; Cynara scolymus; Dahlia; Delphinium; Chrysanthemum x morifolium; Eucharis x grandiflora; Fumaria officinalis; Gerbera; Gerbera jamesonii; Iberis semperflorens; Impatiens New Guinea hybrids; Lactuca sativa; Solanum lycopersicum; Nicotiana tabacum; Opuntia ficus-indica; Osteospermum ecklonis; Oxalis corniculata; Pelargonium; Pelargonium x hortorum; Peperomia obtusifolia; Pericallis x hybrida; Petunia x hybrida; Picris echioides; Pittosporum tobira; Poa supina; Ranunculus asiaticus; Senecio vulgaris; Sinningia speciosa; Solanum melongena; Solanum nigrum; Solanum tuberosum; Sonchus; Sonchus oleraceus; Stellaria media; Stevia rebaudiana; Tagetes patula; Taraxacum officinale; Tulbaghia violacea; Urtica dubia; Veronica; Vicia faba; Zinnia; Solanaceae (family); Asteraceae (family); Solanum betaceum,Present (Widespread),Albania; Austria; Bosnia-Herzegovina; Belgium; Bulgaria; Switzerland; Cyprus; Czech Republic; Germany; Spain; France; Guernsey; Greece; Croatia; Hungary; Ireland; Italy; Lithuania; Moldova; Montenegro; Malta; Netherlands; Norway; Portugal; Romania; Serbia; Russia; Sweden; Slovenia; T�rkiye; Ukraine,Canada; Mexico; United States; Bolivia; Brazil; Chile; Colombia; Ecuador; Guyana; Paraguay; Suriname; Uruguay; Venezuela; Australia; New Zealand; Papua New Guinea; Burkina Faso; Congo (Democratic Rep.); Cote d'Ivoire; Algeria; Egypt; Kenya; Libya; Madagascar; Mauritius; Niger; Nigeria; Reunion; Sudan; Senegal; Tunisia; Tanzania; Uganda; South Africa; Zimbabwe; Afghanistan; China; Georgia; Indonesia; Israel; India; Iran; Japan; South Korea; Lebanon; Sri Lanka; Malaysia; Nepal; Oman; Pakistan; Saudi Arabia; Syria; Thailand; Taiwan; Costa Rica; Dominican Republic; Haiti; Jamaica; Martinique; Puerto Rico,Plants for planting (except seeds bulbs and tubers); Bulbs or tubers,Plants for planting (except seeds bulbs and tubers),Pest spreads to maximum extent,3,3,4,36,Regulated non quarantine pest,Included in general pest survey activities,Industry surveillance,,UK local or industry awareness,,2,3,24,,,,,,,,,Statutory action in line with legislation.,Virus pest of several vegetable crops as well as ornamentals. Virus and vector are both present in the UK. Regulated on planting material of certain host plants.
08-Oct-13,Live,Secoviridae,Tomato torrado virus,,Virus or Viroid,Provisional quarantine pest (Great Britain),,,,,,,,,,,,,,,,,,,,,,Amaranthus; Atriplex; Chenopodium; Datura stramonium; Solanum lycopersicum; Malva; Nicotiana glauca; Polygonum; Solanum nigrum; Spergularia,Absent,Spain; Hungary; Italy; Poland,Colombia; Australia; Morocco; South Africa; Panama,Seeds; Plants for planting (except seeds bulbs and tubers),,Pest is introduced,3,4,3,36,Provisional quarantine pest (Great Britain),,,,UK local or industry awareness,,3,4,36,,,,,,,,,Statutory action to be taken against findings.,Virus present in parts of Europe and beyond; spread by whiteflies; some species of which are known to be present in Europe. Industry production practices help to mitigate risk of introduction to UK glasshouses. Industry are breeding resistant varieties.
08-Oct-13,Live,,Tomato yellow leaf curl Sardinia virus,,Virus or Viroid,Regulated quarantine pest (as Begomoviruses) (Great Britain). EPPO A2,,,,,,,,,,,,,,,,,,,,,,Citrullus lanatus; Solanum lycopersicum; Solanum elaeagnifolium,Absent,Spain; Greece; Italy,Morocco; Tunisia; Jordan,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,5,3,3,45,Bemisia tabaci listings. Regulated quarantine pest (as Begomoviruses) (Great Britain).,,Industry surveillance,,UK local or industry awareness,,2,3,18,Y,,,,,,,,Statutory action against findings,Virus pest of tomato; vectored by tobacco whitefly (Bemisia tabaci); for which the UK has regulations to mitigate against entry.
08-Oct-13,Live,Geminiviridae,Tomato yellow leaf curl virus,leaf curl; tomato yellow leaf curl virus,Virus or Viroid,Regulated quarantine pest (as Begomoviruses) (Great Britain). Regulated non quarantine pest (Northern Ireland). EPPO A2,,,,,,,,,,,,,,,,,,,,,,Acalypha australis; Brassica; Capsicum; Capsicum annuum; Capsicum frutescens; Citrullus lanatus; Cyamopsis tetragonoloba; Datura stramonium; Eustoma grandiflorum; Solanum lycopersicum; Nicotiana tabacum; Petunia x hybrida; Phaseolus vulgaris; Solanum elaeagnifolium; Solanum nigrum; Solanum tuberosum; Vigna; Viola prionantha,Absent,Cyprus; Spain; France; Greece; Italy; Malta; Portugal; T�rkiye,Mexico; United States; Venezuela; Australia; New Caledonia; Burkina Faso; Benin; Cote d'Ivoire; Cabo Verde; Algeria; Egypt; Ghana; Kenya; Libya; Morocco; Mali; Mauritius; Nigeria; Reunion; Sudan; Senegal; Tunisia; Tanzania; United Arab Emirates; Bangladesh; Bahrain; China; Georgia; Israel; India; Iraq; Iran; Jordan; Japan; South Korea; Kuwait; Laos; Lebanon; Nepal; Oman; Pakistan; Saudi Arabia; Thailand; Taiwan; Yemen; Bahamas; Costa Rica; Cuba; Dominica; Dominican Republic; Grenada; Guadeloupe; Jamaica; Saint Kitts and Nevis; Martinique; Puerto Rico; Trinidad and Tobago,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,5,4,4,80,Regulated quarantine pest (as Begomoviruses) (Great Britain).  NI: Regulated non quarantine pest,,Industry surveillance,,UK local or industry awareness,,2,4,32,,,,,,,,,Statutory action against findings in Great Britain. Statutory action on specified hosts in Northern Ireland.,Regulated virus pest of tomato; vectored by tobacco whitefly (Bemisa tabaci); which is itself a regulated pest in the UK.
23-May-16,Live,Tospoviridae,Tomato yellow ring virus,,Virus or Viroid,Northern Ireland: EU 2025/1082 derogation on Calibrachoa and Petunia from Kenya,,,,,,,,,,,,,,,,,,,,,,Alstroemeria; Anemone; Arum; Capsicum annuum; Cineraria; Glycine max; Solanum lycopersicum; Nicotiana; Pericallis cruenta; Petunia; Solanum melongena; Solanum tuberosum; Taraxacum officinale,Absent,Poland,Kenya; Iran,Plants for planting (except seeds bulbs and tubers); Bulbs or tubers; Cut flowers or branches,Plants for planting (except seeds bulbs and tubers),Pest is introduced,4,3,4,48,Northern Ireland: EU 2025/1082 derogation on Calibrachoa and Petunia from Kenya,,,,,,4,3,48,,,,,,,,,Statutory action against findings,Virus with a broad host range; but found most commonly on tomato. Detected in Europe for the first time in 2013/14; on tomato plants in Poland.
30-May-22,Live,,Tomato yellow vein streak begomovirus,,Virus or Viroid,Regulated quarantine pest (in Great Britain; under the category &quot;begomoviruses&quot;),,,,,,,,,,,,,,,,,,,,,,Solanum lycopersicum; Solanum tuberosum,Absent,,Brazil; Uruguay,,,,,,,,Regulated quarantine pest (in Great Britain; under the category &quot;begomoviruses&quot;),,,,,,,,,,,,,,,,,Statutory action in Great Britain and Northern Ireland,The Risk Register entry for this pest is extremely incomplete and it cannot be compared with other pests on the Risk Register at the current time. As this pest is listed in the legislation; we are making available the information we have gathered on the pest so far. We will add new information to this pest entry in due course. 
11-May-15,Live,Coccidae,Toumeyella parvicornis,Pine tortoise scale,Insect,Regulated quarantine pest (Great Britain). EPPO Alert.,,,,,,,,,,,,,,,,,,,,,,Pinus; Pinus banksiana; Pinus caribaea; Pinus contorta; Pinus echinata; Pinus elliottii; Pinus glabra; Pinus mugo; Pinus palustris; Pinus pinea; Pinus sylvestris; Pinus taeda; Pinus virginiana,Absent,Albania; France; Italy,Canada; Mexico; United States; Puerto Rico; Turks and Caicos,Plants for planting (except seeds bulbs and tubers); Cut flowers or branches,Plants for planting (except seeds bulbs and tubers),Pest is introduced,4,3,5,60,Regulated quarantine pest (Great Britain). non-European conifer prohibition but does not apply to Italy,,,,,,2,3,30,,,,,,Y,,,Statutory action against findings. Targeted awareness raising.,Scale insect of pine trees native to North America; introduced to Italy. Close attention is being paid to reports of spread in Italy. Nurseries introducing ornamental pine plants or Christmas trees will wish to be aware; to monitor for its presence.
08-Oct-13,Live - Archived,Aphididae,Toxoptera citricidus,Brown citrus aphid; Citrus aphid; black; Citrus aphid; brown; Citrus aphid; tropical; Oriental black citrus aphid; Tropical citrus aphid,Insect,Regulated quarantine pest (Northern Ireland) (as Toxoptera citricida). EPPO A2,,,,,,,,,,,,,,,,,,,,,,Citrofortunella microcarpa; Citrus limon; Citrus paradisi; Citrus reticulata (s.l.); Citrus sinensis; Fortunella; Poncirus trifoliata; Citrus; Citroncirus,Absent,Spain; Portugal,Mexico; United States; Argentina; Bolivia; Brazil; Colombia; Ecuador; French Guiana; Guyana; Peru; Paraguay; Suriname; Uruguay; Venezuela; Australia; Fiji; New Zealand; Papua New Guinea; Solomon Islands; Tonga; Samoa; Angola; Burundi; Benin; Congo (Democratic Rep.); Central African Republic; Congo (Brazzaville); Cote d'Ivoire; Cameroon; Ethiopia; Ghana; Guinea; Kenya; Mauritius; Malawi; Mozambique; Nigeria; Reunion; Rwanda; Seychelles; Sudan; Sierra Leone; Senegal; [Kingdom of] eSwatini; Togo; Tanzania; Uganda; South Africa; Zambia; Zimbabwe; Bangladesh; Brunei; Bhutan; China; Indonesia; India; Japan; Cambodia; North Korea; South Korea; Laos; Sri Lanka; Myanmar; Malaysia; Nepal; Philippines; Singapore; Thailand; Taiwan; Vietnam; Antigua and Barbuda; Aruba; Bermuda; Belize; Costa Rica; Cuba; Dominica; Dominican Republic; Grenada; Guadeloupe; Guatemala; Honduras; Haiti; Jamaica; Saint Kitts and Nevis; Cayman Islands; Saint Lucia; Martinique; Nicaragua; Panama; Puerto Rico; Trinidad and Tobago; Saint Vincent and the Grenadines; British Virgin Islands,Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),,Pest is introduced,0,0,0,1,Regulated quarantine pest (Northern Ireland),,,,,,0,0,1,,,,,,,,,No statutory action in Great Britain. Statutory action in line with regulations for Northern Ireland.,Aphid pest of citrus. Host not widely grown in the UK.
18-Mar-19,Live - Archived,Siricidae,Tremex fuscicornis,,Insect,,,Although aspects of the biology are uncertain the scores; based on current knowledge seem to represent the risk.,,,,,,,,Potential for more hosts than currently recorded.,,The majority of records suggest that affected trees have been under some form of stress or have been in some other way damaged. Some suggestion of healthy trees being damaged from Chile.,,The suitability of dead dry wood such as firewood to allow continued development of larvae.,,,,,,,,Acer platanoides; Alnus; Alnus japonica; Betula; Betula pubescens; Carpinus betulus; Celtis sinensis; Fagus; Juglans regia; Juglans sinensis (J. x sinensis); Populus; Populus alba; Populus deltoides; Populus nigra; Populus tremula; Prunus; Prunus serrulata; Prunus yedoensis; Pterocarya stenoptera; Quercus; Robinia pseudoacacia; Salix; Salix babylonica; Salix chilensis; Ulmus; Ulmus davidiana; Ulmus japonica; Zelkova; Zelkova serrata; Fagus sylvatica; Acer negundo,Absent,Austria; Bulgaria; Switzerland; Czech Republic; Germany; Denmark; Estonia; Finland; France; Croatia; Hungary; Italy; Latvia; Netherlands; Norway; Poland; Romania; Sweden; Slovenia; Slovakia; Ukraine,Argentina; Chile; Australia; Armenia; China; Iran; Japan; South Korea; Taiwan; Russia,Plants for planting (except seeds bulbs and tubers); Wood packaging material; Squared wood; Non-squared wood; Firewood,Plants for planting (except seeds bulbs and tubers); Firewood,Pest is introduced,2,2,5,20,,Firewood pre-notification scheme.,,,,,2,2,20,,,,,,,,,No statutory action against findings,European and Asian wood wasp; widely distributed across those areas (but uncommon). Not known to be present in the UK. Minimal records of damage to healthy trees in its current range. Appears to be usually associated with stressed or damaged trees.
08-Oct-13,Live,Aleyrodidae,Trialeurodes abutiloneus,Banded-winged whitefly,Insect,Provisional quarantine pest (Great Britain),,,,,,,,,,,,,,,,,,,,,,Brassica; Capsicum annuum; Capsicum frutescens; Cucumis sativus; Cucurbita pepo; Euphorbia; Euphorbia pulcherrima; Geranium; Glycine max; Gossypium; Helianthus annuus; Hibiscus; Lactuca sativa; Solanum lycopersicum; Manihot esculenta; Pelargonium; Petunia; Phaseolus vulgaris; Pluchea symphytifolia; Rubus; Solanum tuberosum; Taraxacum; Wisteria; Zea mays; Gossypium hirsutum,Absent,,Mexico; United States; Brazil; Colombia; Costa Rica; Cuba; Guatemala; Honduras; Jamaica; Puerto Rico; El Salvador; Trinidad and Tobago,Plants for planting (except seeds bulbs and tubers); Fruits or vegetables; Cut flowers or branches,Plants for planting (except seeds bulbs and tubers),Pest is introduced with the pathogen,3,3,5,45,Provisional quarantine pest (Great Britain),,,,,,3,3,45,Y,,,,,,,,Statutory action against findings.,Polyphagous whitefly native to the Americas with the potential to introduce harmful viruses to the UK.  Regulation should be considered.
08-Oct-13,Live,Aleyrodidae,Trialeurodes ricini,Castor whitefly,Insect,,,Vector potential for TYLCV,,,,,,,,There may be more host plants than currently known,,Further studies into which biotypes can vector TYCLV and where they are distributed is needed,,,,,,,,,,Annona glabra; Arbutus; Bidens bipinnata; Cichorium endivia; Cucumis melo; Cucumis sativus; Cucurbita maxima; Cucurbita pepo; Cucurbitaceae (family); Dolichos lablab; Euphorbia; Ipomoea batatas; Ipomoea macrantha; Solanum lycopersicum; Manilkara zapota; Murraya koenigii; Phaseolus vulgaris; Phyllanthus; Psidium; Ricinus communis; Rosa; Solanum melongena; Solanum tuberosum; Sonchus oleraceus; Citrus; Gossypium hirsutum,Absent,Spain,Congo (Democratic Rep.); Central African Republic; Cote d'Ivoire; Egypt; Kenya; Madagascar; Mali; Malawi; Nigeria; Sudan; Sierra Leone; Chad; Uganda; Zimbabwe; Brunei; China; Israel; India; Iraq; Iran; Malaysia; Philippines; Pakistan; Saudi Arabia; Thailand,Plants for planting (except seeds bulbs and tubers); Fruits or vegetables,Fruits or vegetables,Pest is introduced,3,3,4,36,,,,,,,3,3,36,,,,,Y,,,,Statutory action for findings on plants for planting,A polyphagous whitefly of crops and some ornamentals; present throughout some of Asia and Africa. Causes minimal impacts through feeding activity; but may be able to vector tomato yellow leaf curl virus; which is highly damaging.
08-Oct-13,Live,Trichodoridae,Trichodorus cedarus,Stubby-root nematode,Nematode,,,Current distribution (worldwide),,,,Presence in the Americas and Spain needs to be confirmed. Also intercepted by the UK on bonsai from Italy (with a possible origin of China). ,,,,,,Very little is published on the impact of this pest. ,,,,,,,,,,Abies; Acer; Brassica oleracea; Callicarpa; Camellia; Carpinus; Castanea; Castanopsis cuspidata; Celtis; Cercidiphyllum; Chaenomeles; Chamaecyparis; Cinnamomum; Cornus; Cotoneaster; Cunninghamia; Daphniphyllum; Diospyros; Enkianthus; Euonymus; Eurya; Fatsia; Hordeum vulgare; Ilex; Juniperus; Kerria; Larix; Magnolia; Malus; Neolitsea; Picea; Pinus; Prunus; Pyracantha; Pyrus; Quercus; Rhododendron; Rhus; Taxus; Torreya; Zelkova; Cryptomeria,Absent,Spain,China; Japan; South Korea,Plants for planting (except seeds bulbs and tubers); Agricultural machinery; Plant waste; Soil/growing medium,Plants for planting (except seeds bulbs and tubers),Pest is introduced,3,3,5,45,Soil and growing media prohibition,,,,,,2,3,30,,,,,,,,,Statutory action against findings,Polyphagous nematode pest from Asia; occasionally intercepted by the UK.  Causes direct feeding damage on plant roots and has the potential to vector viruses.
07-Jan-14,Live,Cerambycidae,Trichoferus campestris ,,Insect,EPPO A2,,,,,,,,,,,,,,,,,,,,,,Betula; Broussonetia; Fraxinus; Gleditsia; Malus; Malus domestica; Malus pumila; Morus; Morus alba; Populus; Pyrus pyrifolia; Robinia pseudoacacia; Salix; Sorbus; Ulmus,Absent,Czech Republic; Hungary; Lithuania; Moldova; Poland; Romania; Russia; Slovakia; Ukraine,Canada; United States; Armenia; Azerbaijan; China; Georgia; Iran; Japan; Kyrgyzstan; North Korea; South Korea; Kazakhstan; Mongolia; Tajikistan; Turkmenistan; Uzbekistan; Russia,Wood packaging material; Squared wood; Non-squared wood; Plants for planting (except seeds bulbs and tubers); Hitchhiking; Manufactured plant products,Wood packaging material; Wood packaging material (with bark),Pest is introduced,3,3,5,45,,,,,UK local or industry awareness,,3,3,45,,,,,,,,,Statutory action against findings. ,Longhorn beetle from Asia; now present in Eastern Europe. It could potentially be a threat to ornamental and fruit trees if introduced to UK. 
27-Jul-15,Live - Archived,Pseudococcidae,Trionymus bambusae,a mealybug,Insect,,,,,,,,,,,,,,,,,,,,,,,Arundinaria; Bambusa; Bambusa vulgaris; Dendrocalamus giganteus; Phyllostachys aureosulcata; Pseudosasa; Pseudosasa japonica; Semiarundinaria; Sinarundinaria murielae,Absent,Belgium; Germany; France; Netherlands,Bangladesh; China; India; Sri Lanka; Taiwan,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,4,2,1,8,,,,,,,4,2,8,,,,,,,,,No statutory action against findings.,Mealybug pest of bamboo; detected in the UK; likely to cause only minor aesthetic damage.
08-Oct-13,Live - Archived,Triozidae,Trioza erytreae,African citrus psylla; African citrus psyllid; citrus psylla; Two-spotted citrus psyllid,Insect,Regulated quarantine pest (Northern Ireland); EPPO A2,,,,,,,,,,,,,,,,,,,,,,Casimiroa; Choisya; Citrofortunella microcarpa; Citrus aurantifolia; Citrus jambhiri; Citrus limon; Clausena; Fortunella; Murraya; Poncirus; Poncirus trifoliata; Vepris; Zanthoxylum; Citrus; Citroncirus; Rutaceae (family),Absent,Spain; Portugal,Angola; Congo (Democratic Rep.); Cameroon; Eritrea; Ethiopia; Ghana; Kenya; Comoros; Madagascar; Mauritius; Malawi; Reunion; Rwanda; Somalia; Sao Tome and Principe; Tanzania; Uganda; Zambia; Zimbabwe; Saudi Arabia; Yemen,Cut flowers or branches; Plants for planting (except seeds bulbs and tubers),,Pest is introduced,0,0,0,1,Regulated quarantine pest (Northern Ireland),,,,,,0,0,1,,,,,,,,,Statutory action in line with legislation,Host not widely grown in the UK; considered to be of little or no phytosanitary risk. 
08-Oct-13,Live - Archived,Dermestidae,Trogoderma granarium,Khapra beetle,Insect,EPPO A2,,,,,,,,,,,,,,,,,,,,,,Arachis hypogaea; Avena sativa; Carya illinoinensis; Cicer arietinum; Glycine max; Hordeum vulgare; Juglans regia; Lens culinaris; Oryza sativa; Pisum sativum; Prunus dulcis var. dulcis; Sorghum vulgare; Triticum aestivum; Vigna unguiculata; Zea mays,Absent,Switzerland; Cyprus; Spain; T�rkiye,Burkina Faso; Algeria; Egypt; Libya; Morocco; Mali; Mauritania; Niger; Nigeria; Sudan; Senegal; Somalia; Tunisia; Zambia; Zimbabwe; Afghanistan; Bangladesh; Israel; India; Iraq; Iran; South Korea; Lebanon; Sri Lanka; Myanmar; Pakistan; Saudi Arabia; Syria; Taiwan; Yemen,Manufactured plant products; Fruits or vegetables; Grain; Stored plant products; Seeds,Grain,Pest is introduced,1,2,5,10,,,,,,,1,2,10,,,,,,,,,Not considered to affect living plants: this is a stored product pest. ,Storage beetle pest of grain; would have economic impact if introduced in grain stores; (especially as regards exports). Current industry practices mitigate the likelihood of entry and establishment.
31-Oct-16,Live - Archived,Acrididae,Tropidacris dux,,Insect,,,,,,,,,,,,,,,,,,,,,,,Anacardium occidentale; x Citrofortunella; Cocos nucifera; Coffea; Dioscorea; Mangifera indica; Manihot; Musa; Persea americana; Prunus domestica,Absent,,Mexico; Belize; Guatemala; Honduras; Nicaragua; El Salvador,,,Pest is introduced,1,1,1,1,,,,,,,1,1,1,,,,,,,,,No statutory action on findings.,Grasshopper intercepted hitchhiking in a cargo hold; unlikely to pose a threat to UK plant health and more likely to be of concern to more southern Member States. 
06-Mar-14,Live - Archived,Miridae,Tropidosteptes pacificus,Ash mirid plant bug,Insect,,,,,,,,,,,,,,,,,,,,,,,Fraxinus; Fraxinus excelsior; Fraxinus latifolia; Fraxinus velutina; Fraxinus pennsylvanica,Present (Unknown Distribution),Belgium; Netherlands,Canada; United States,Natural spread; Plants for planting (except seeds bulbs and tubers),,Pest spreads to maximum extent,3,2,5,30,,,,,,,3,2,30,,,,,,,,,No statutory action against findings,Minor pest of ash known to be present in London but likely to be more widespread.  Statutory action not appropriate. Stakeholder groups may be interested in monitoring spread and impacts.
25-Jul-22,Live,Tephritidae,Trupanea bisetosa,,Insect,Regulated quarantine pest (Northern Ireland),,Whether the UK climate is suitable for this pest to establish,,While the pest is present in parts of northern USA; most studies have been done on populations from southern California. It is unclear what climatic conditions the pest requires for development,,,,,,,,,,,,,,,,,,Geraea; Helianthus; Helianthus annuus; Helianthus ciliaris,Absent,,Mexico; United States,Cut flowers or branches,Cut flowers or branches,Pest is introduced,1,1,1,1,Regulated quarantine pest (Northern Ireland),,,,,,1,1,1,,,,,,,,,Statutory action in Northern Ireland. No statutory action in Great Britain.,Fruit fly pest native to North America; which feeds in the flowerheads of sunflower and related species. However; no impacts have been recorded from its native range; and it is considered to pose little phytosanitary risk to the UK.
25-Jul-22,Live,Tephritidae,Trupanea femoralis,,Insect,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Aster spinosus; Baccharis salicifolia; Chrysothamnus nauseosus; Chrysothamnus paniculatus; Eriophyllum lanatum; Heterotheca grandiflora; Holocarpha virgata; Acourtia microcephala; Haplopappus venetus; Brickellia oblongifolia; Ericameria teretifolia; Isocoma acradenia var. eremophila; Ericameria cuneata var. cuneata; Pyrrocoma lanceolata; Ericameria pinifolia; Ericameria brachylepis; Pyrrocoma racemosa var. racemosa; Hazardia squarrosa var. grindelioides; Deinandra floribunda; Deinandra kelloggii; Holocarpha heermannii; Lepidospartum squamatum; Lessingia glandulifera var. glandulifera; Lessingia nemaclada; Dieteria asteroides var. asteroides; Peucephyllum schottii; Bahiopsis laciniata; Ericameria linearifolia,Absent,,United States,Cut flowers or branches,Cut flowers or branches,Pest is introduced,,,,1,Regulated quarantine pest (Northern Ireland),,,,,,,,1,,,,,,,,,Statutory action in Northern Ireland. No statutory action in Great Britain.,Fruit fly from North America which feeds on flower and seed heads of a range of hosts; mainly in the Asteraceae; though it apparently causes little damage. Considered to be of little phytosanitary risk to the UK.
25-Jul-22,Live,Tephritidae,Trupanea wheeleri,,Insect,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Achillea millefolium; Aster occidentalis; Aster spinosus; Baccharis sarothroides; Chrysopsis villosa; Chrysothamnus nauseosus; Encelia farinosa; Haplopappus acradenius; Haplopappus ericoides; Hemizonia fasciculata; Solidago occidentalis; Dieteria canescens; Acourtia microcephala; Haplopappus venetus; Brickellia californica; Psathyrotes ramosissima; Brickellia oblongifolia; Ericameria teretifolia; Ericameria cuneata var. cuneata; Ericameria pinifolia; Ericameria brachylepis; Hazardia squarrosa var. grindelioides; Deinandra floribunda; Acamptopappus shockleyi; Baccharis plummerae; Chaenactis artemisiifolia; Ericameria parryi var. aspera; Encelia virginensis; Erigeron aphanactis; Eriophyllum confertiflorum; Hazardia detonsa; Ericameria palmeri; Ericameria parishii var. parishii; Isocoma menziesii var. decumbens; Helianthus gracilentus; Lasthenia glabrata; Perityle emoryi; Packera cana; Ericameria linearifolia,Absent,,United States,Cut flowers or branches,Cut flowers or branches,Pest is introduced,,,,1,Regulated quarantine pest (Northern Ireland),,,,,,,,1,,,,,,,,,Statutory action in Northern Ireland. No statutory action in Great Britain.,Fruit fly from North America which feeds on flower and seed heads of a range of hosts; mainly in the Asteraceae; though it apparently causes little damage. Considered to be of little phytosanitary risk to the UK.
25-Jul-22,Live,Tephritidae,Trypanocentra nigrithorax,,Insect,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Ficus variegata; Ficus copiosa; Ficus hispida,Absent,,Australia; Papua New Guinea,Fruits or vegetables,Fruits or vegetables,Pest is introduced,,,,1,Regulated quarantine pest (Northern Ireland),,,,,,,,1,,,,,,,,,Statutory action in Northern Ireland. No statutory action in Great Britain.,Tropical/subtropical fruit fly from Australasia; affecting mainly fig fruit. Unlikely to establish in the UK and considered to be of little phytosanitary risk.
25-Jul-22,Live,Tephritidae,Trypeta flaveola,,Insect,Regulated quarantine pest (Northern Ireland),,,,,,,,,,,,,,,,,,,,,,Arnica; Arnica montana; Artemisia; Artemisia douglasiana; Cacalia; Cacalia atriplicifolia; Chrysanthemum; Cynara scolymus; Chrysanthemum x morifolium; Petasites; Senecio; Senecio jacobaea; Senecio paludosus; Senecio triangularis; Arnica chamissonis,Absent,,Canada; United States; Russia,Plants for planting (except seeds bulbs and tubers),Plants for planting (except seeds bulbs and tubers),Pest is introduced,,,,1,Regulated quarantine pest (Northern Ireland),,,,,,,,1,,,,,,,,,Statutory action in Northern Ireland. No statutory action in Great Britain.,North American fruit fly which creates leaf mines in various species of Asteraceae. Considered to be of little phytosanitary risk to the UK.
